"maintenance_id","event","total_cost","service","labor_hours"
"MAINT00001326","Inspection",654.50,"Scheduled Inspection",5.9
"MAINT00001327","Transmission",3354.82,"Scheduled Transmission",7.3
"MAINT00001328","Tire",3901.00,"Emergency Tire",7.7
"MAINT00001329","Transmission",1113.62,"Scheduled Transmission",5.8
"MAINT00001330","Inspection",331.42,"Routine Inspection",2.4
"MAINT00001331","Preventive",3330.52,"Scheduled Preventive",2.5
"MAINT00001332","Engine",811.90,"Routine Engine",3.6
"MAINT00001333","Repair",2498.49,"Emergency Repair",2.0
"MAINT00001334","Preventive",2573.62,"Scheduled Preventive",3.6
"MAINT00001335","Engine",3169.49,"Scheduled Engine",1.6
"MAINT00001336","Tire",1841.80,"Routine Tire",3.9
"MAINT00001337","Inspection",185.01,"Routine Inspection",1.1
"MAINT00001338","Transmission",3322.96,"Emergency Transmission",2.4
"MAINT00001339","Preventive",3917.03,"Emergency Preventive",5.3
"MAINT00001340","Brake",1103.57,"Emergency Brake",3.2
"MAINT00001341","Inspection",241.51,"Routine Inspection",0.9
"MAINT00001342","Engine",1991.89,"Emergency Engine",2.2
"MAINT00001343","Inspection",528.55,"Scheduled Inspection",5.0
"MAINT00001344","Tire",3510.05,"Scheduled Tire",2.6
"MAINT00001345","Engine",3513.04,"Emergency Engine",7.1
"MAINT00001346","Transmission",1680.00,"Emergency Transmission",2.2
"MAINT00001347","Engine",2237.88,"Scheduled Engine",6.4
"MAINT00001348","Transmission",2634.83,"Emergency Transmission",4.2
"MAINT00001349","Inspection",627.77,"Scheduled Inspection",4.3
"MAINT00001350","Repair",1946.44,"Routine Repair",0.8
"MAINT00001351","Transmission",2253.87,"Emergency Transmission",6.2
"MAINT00001352","Tire",944.97,"Scheduled Tire",5.3
"MAINT00001353","Repair",4075.15,"Routine Repair",6.7
"MAINT00001354","Brake",3194.67,"Scheduled Brake",6.1
"MAINT00001355","Transmission",1941.21,"Routine Transmission",4.5
"MAINT00001356","Inspection",172.23,"Routine Inspection",0.6
"MAINT00001357","Inspection",210.62,"Routine Inspection",1.7
"MAINT00001358","Engine",980.47,"Scheduled Engine",1.8
"MAINT00001359","Transmission",3380.23,"Emergency Transmission",2.8
"MAINT00001360","Transmission",414.37,"Routine Transmission",1.8
"MAINT00001361","Transmission",2155.68,"Emergency Transmission",5.3
"MAINT00001362","Transmission",2810.07,"Routine Transmission",2.5
"MAINT00001363","Transmission",631.78,"Routine Transmission",0.6
"MAINT00001364","Engine",3508.63,"Routine Engine",3.7
"MAINT00001365","Transmission",2056.37,"Scheduled Transmission",4.1
"MAINT00001366","Repair",3854.97,"Routine Repair",6.1
"MAINT00001367","Brake",1750.01,"Emergency Brake",4.1
"MAINT00001368","Engine",2227.93,"Scheduled Engine",4.3
"MAINT00001369","Inspection",865.44,"Emergency Inspection",6.6
"MAINT00001370","Repair",3252.09,"Emergency Repair",5.8
"MAINT00001371","Tire",2785.52,"Routine Tire",3.4
"MAINT00001372","Brake",2583.53,"Routine Brake",6.4
"MAINT00001373","Preventive",962.54,"Emergency Preventive",3.3
"MAINT00001374","Brake",4029.04,"Scheduled Brake",6.7
"MAINT00001375","Engine",692.50,"Emergency Engine",5.0
"MAINT00001376","Inspection",343.41,"Routine Inspection",1.9
"MAINT00001377","Tire",2768.63,"Routine Tire",7.4
"MAINT00001378","Brake",2827.87,"Scheduled Brake",4.8
"MAINT00001379","Engine",1851.85,"Scheduled Engine",6.1
"MAINT00001380","Transmission",3926.05,"Emergency Transmission",6.8
"MAINT00001381","Repair",2936.80,"Emergency Repair",5.1
"MAINT00001382","Brake",1788.28,"Emergency Brake",4.7
"MAINT00001383","Engine",1657.22,"Routine Engine",2.7
"MAINT00001384","Tire",3975.11,"Routine Tire",5.6
"MAINT00001385","Inspection",588.15,"Emergency Inspection",5.1
"MAINT00001386","Brake",3321.37,"Emergency Brake",2.4
"MAINT00001387","Inspection",252.44,"Emergency Inspection",2.6
"MAINT00001388","Tire",2224.54,"Emergency Tire",3.7
"MAINT00001389","Inspection",626.54,"Scheduled Inspection",5.3
"MAINT00001390","Preventive",1056.56,"Routine Preventive",3.7
"MAINT00001391","Engine",3561.92,"Emergency Engine",1.5
"MAINT00001392","Transmission",2085.84,"Scheduled Transmission",2.7
"MAINT00001393","Preventive",901.10,"Emergency Preventive",1.0
"MAINT00001394","Tire",1033.98,"Emergency Tire",7.5
"MAINT00001395","Transmission",1282.99,"Emergency Transmission",4.7
"MAINT00001396","Repair",3646.83,"Routine Repair",2.2
"MAINT00001397","Repair",3903.53,"Emergency Repair",5.9
"MAINT00001398","Transmission",2393.86,"Routine Transmission",2.5
"MAINT00001399","Inspection",248.87,"Scheduled Inspection",1.0
"MAINT00001400","Preventive",2754.88,"Routine Preventive",6.2
"MAINT00001401","Repair",3709.24,"Routine Repair",5.5
"MAINT00001402","Brake",3004.57,"Routine Brake",2.5
"MAINT00001403","Inspection",205.76,"Routine Inspection",1.4
"MAINT00001404","Brake",1372.14,"Emergency Brake",2.6
"MAINT00001405","Inspection",378.15,"Emergency Inspection",2.0
"MAINT00001406","Engine",2188.67,"Routine Engine",2.5
"MAINT00001407","Transmission",2045.18,"Routine Transmission",1.4
"MAINT00001408","Preventive",3267.64,"Scheduled Preventive",5.7
"MAINT00001409","Inspection",668.30,"Emergency Inspection",5.7
"MAINT00001410","Engine",1059.89,"Scheduled Engine",5.1
"MAINT00001411","Brake",971.78,"Scheduled Brake",6.3
"MAINT00001412","Inspection",799.81,"Routine Inspection",6.4
"MAINT00001413","Brake",3833.75,"Routine Brake",4.6
"MAINT00001414","Repair",3715.58,"Routine Repair",6.6
"MAINT00001415","Tire",3128.39,"Emergency Tire",6.4
"MAINT00001416","Repair",1260.76,"Emergency Repair",4.9
"MAINT00001417","Repair",3294.69,"Scheduled Repair",4.6
"MAINT00001418","Repair",2255.92,"Emergency Repair",3.3
"MAINT00001419","Preventive",4295.73,"Routine Preventive",7.8
"MAINT00001420","Tire",3323.52,"Emergency Tire",3.0
"MAINT00001421","Tire",1707.41,"Scheduled Tire",1.7
"MAINT00001422","Inspection",784.46,"Scheduled Inspection",6.4
"MAINT00001423","Engine",3453.66,"Scheduled Engine",7.5
"MAINT00001424","Engine",648.15,"Scheduled Engine",5.1
"MAINT00001425","Preventive",1277.65,"Routine Preventive",4.7
"MAINT00001426","Tire",2683.88,"Routine Tire",4.5
"MAINT00001427","Transmission",2025.29,"Scheduled Transmission",3.6
"MAINT00001428","Engine",1067.54,"Emergency Engine",3.2
"MAINT00001429","Brake",3279.87,"Emergency Brake",5.7
"MAINT00001430","Brake",3762.75,"Routine Brake",6.2
"MAINT00001431","Brake",1085.08,"Scheduled Brake",3.8
"MAINT00001432","Transmission",784.21,"Scheduled Transmission",0.6
"MAINT00001433","Transmission",2108.80,"Routine Transmission",4.9
"MAINT00001434","Repair",2032.39,"Routine Repair",7.0
"MAINT00001435","Engine",1237.39,"Emergency Engine",6.2
"MAINT00001436","Engine",2416.12,"Routine Engine",2.1
"MAINT00001437","Engine",1501.13,"Routine Engine",2.6
"MAINT00001438","Preventive",3197.44,"Emergency Preventive",7.2
"MAINT00001439","Tire",1217.74,"Scheduled Tire",5.3
"MAINT00001440","Preventive",2645.51,"Routine Preventive",6.1
"MAINT00001441","Repair",2830.94,"Emergency Repair",4.8
"MAINT00001442","Brake",3997.89,"Routine Brake",4.8
"MAINT00001443","Transmission",4104.44,"Emergency Transmission",6.7
"MAINT00001444","Engine",1572.78,"Scheduled Engine",2.4
"MAINT00001445","Preventive",3499.36,"Scheduled Preventive",2.9
"MAINT00001446","Transmission",3110.58,"Scheduled Transmission",4.8
"MAINT00001447","Engine",1994.49,"Routine Engine",6.0
"MAINT00001448","Inspection",947.06,"Routine Inspection",6.6
"MAINT00001449","Brake",1494.82,"Scheduled Brake",3.5
"MAINT00001450","Preventive",3405.56,"Emergency Preventive",0.5
"MAINT00001451","Inspection",236.59,"Emergency Inspection",1.2
"MAINT00001452","Preventive",1399.54,"Routine Preventive",6.6
"MAINT00001453","Repair",3988.15,"Emergency Repair",5.3
"MAINT00001454","Engine",1264.10,"Scheduled Engine",4.6
"MAINT00001455","Preventive",4045.17,"Emergency Preventive",5.9
"MAINT00001456","Transmission",3909.96,"Scheduled Transmission",7.7
"MAINT00001457","Repair",3838.26,"Routine Repair",7.5
"MAINT00001516","Engine",2021.73,"Routine Engine",6.9
"MAINT00001458","Transmission",2082.00,"Emergency Transmission",5.7
"MAINT00001459","Brake",2967.25,"Emergency Brake",1.3
"MAINT00001460","Tire",3473.79,"Routine Tire",4.2
"MAINT00001461","Transmission",3363.27,"Routine Transmission",1.4
"MAINT00001462","Tire",3382.42,"Scheduled Tire",5.0
"MAINT00001463","Transmission",3902.17,"Emergency Transmission",5.2
"MAINT00001464","Engine",3161.17,"Scheduled Engine",6.2
"MAINT00001465","Preventive",3741.03,"Routine Preventive",5.8
"MAINT00001466","Inspection",728.12,"Routine Inspection",5.6
"MAINT00001467","Repair",546.05,"Emergency Repair",1.8
"MAINT00001468","Transmission",3571.43,"Routine Transmission",0.9
"MAINT00001469","Inspection",979.32,"Emergency Inspection",7.4
"MAINT00001470","Brake",1172.93,"Emergency Brake",3.0
"MAINT00001471","Inspection",674.57,"Scheduled Inspection",4.5
"MAINT00001472","Transmission",3000.63,"Scheduled Transmission",7.7
"MAINT00001473","Brake",3653.59,"Routine Brake",7.3
"MAINT00001474","Engine",3963.69,"Routine Engine",6.5
"MAINT00001475","Transmission",2014.87,"Scheduled Transmission",1.3
"MAINT00001476","Transmission",3413.02,"Scheduled Transmission",4.7
"MAINT00001477","Inspection",733.77,"Routine Inspection",6.8
"MAINT00001478","Brake",3872.84,"Emergency Brake",6.8
"MAINT00001479","Brake",3286.68,"Emergency Brake",1.3
"MAINT00001480","Tire",1795.61,"Routine Tire",4.4
"MAINT00001481","Preventive",1459.64,"Emergency Preventive",4.9
"MAINT00001482","Tire",3333.35,"Routine Tire",6.7
"MAINT00001483","Repair",3435.03,"Emergency Repair",2.7
"MAINT00001484","Repair",4025.31,"Routine Repair",6.9
"MAINT00001485","Engine",1062.95,"Emergency Engine",7.7
"MAINT00001486","Inspection",238.01,"Routine Inspection",1.3
"MAINT00001487","Transmission",1055.36,"Routine Transmission",2.7
"MAINT00001488","Repair",2341.57,"Emergency Repair",2.8
"MAINT00001489","Repair",1558.04,"Emergency Repair",1.0
"MAINT00001490","Transmission",1854.66,"Emergency Transmission",3.3
"MAINT00001491","Engine",2848.39,"Routine Engine",2.0
"MAINT00001492","Inspection",600.56,"Emergency Inspection",4.2
"MAINT00001493","Preventive",3477.61,"Emergency Preventive",3.1
"MAINT00001494","Brake",1766.53,"Routine Brake",7.1
"MAINT00001495","Transmission",1687.15,"Routine Transmission",1.1
"MAINT00001496","Engine",1177.37,"Scheduled Engine",2.6
"MAINT00001497","Tire",2628.11,"Emergency Tire",5.3
"MAINT00001498","Preventive",3364.26,"Emergency Preventive",2.7
"MAINT00001499","Repair",1008.67,"Scheduled Repair",1.5
"MAINT00001500","Transmission",3379.13,"Routine Transmission",7.0
"MAINT00001501","Preventive",1638.16,"Scheduled Preventive",2.5
"MAINT00001502","Inspection",395.57,"Scheduled Inspection",2.9
"MAINT00001503","Transmission",2394.73,"Routine Transmission",6.7
"MAINT00001504","Tire",1682.97,"Emergency Tire",3.2
"MAINT00001505","Repair",3777.44,"Scheduled Repair",7.8
"MAINT00001506","Preventive",3661.70,"Emergency Preventive",4.9
"MAINT00001507","Repair",3289.43,"Scheduled Repair",2.6
"MAINT00001508","Transmission",3749.65,"Scheduled Transmission",4.1
"MAINT00001509","Engine",1956.57,"Scheduled Engine",6.6
"MAINT00001510","Repair",3018.95,"Emergency Repair",5.4
"MAINT00001511","Preventive",3212.61,"Routine Preventive",1.6
"MAINT00001512","Tire",938.38,"Scheduled Tire",1.3
"MAINT00001513","Transmission",2044.30,"Scheduled Transmission",2.0
"MAINT00001514","Transmission",1255.88,"Scheduled Transmission",6.1
"MAINT00001515","Engine",662.00,"Emergency Engine",6.4
"MAINT00001517","Brake",1940.00,"Scheduled Brake",3.9
"MAINT00001518","Transmission",1922.45,"Emergency Transmission",2.3
"MAINT00001519","Preventive",3315.29,"Emergency Preventive",1.9
"MAINT00001520","Brake",851.56,"Scheduled Brake",5.2
"MAINT00001521","Brake",3360.51,"Emergency Brake",5.2
"MAINT00001522","Transmission",880.84,"Routine Transmission",5.2
"MAINT00001523","Preventive",2760.79,"Emergency Preventive",4.5
"MAINT00001524","Repair",3218.15,"Emergency Repair",5.5
"MAINT00001525","Preventive",1962.53,"Scheduled Preventive",3.1
"MAINT00001526","Inspection",443.00,"Scheduled Inspection",4.0
"MAINT00001527","Inspection",614.35,"Routine Inspection",6.3
"MAINT00001528","Preventive",3514.93,"Routine Preventive",6.9
"MAINT00001529","Repair",1195.24,"Scheduled Repair",2.1
"MAINT00001530","Engine",716.14,"Scheduled Engine",6.2
"MAINT00001531","Repair",1393.15,"Scheduled Repair",0.6
"MAINT00001532","Inspection",175.68,"Routine Inspection",1.3
"MAINT00001533","Inspection",720.95,"Emergency Inspection",6.3
"MAINT00001534","Inspection",118.31,"Scheduled Inspection",0.5
"MAINT00001535","Preventive",2790.81,"Scheduled Preventive",1.7
"MAINT00001536","Inspection",584.95,"Emergency Inspection",4.0
"MAINT00001537","Transmission",3644.02,"Scheduled Transmission",5.3
"MAINT00001538","Brake",1594.84,"Emergency Brake",1.9
"MAINT00001539","Tire",1681.08,"Emergency Tire",6.3
"MAINT00001540","Inspection",403.39,"Emergency Inspection",3.0
"MAINT00001541","Brake",926.54,"Emergency Brake",7.2
"MAINT00001542","Engine",3578.20,"Emergency Engine",4.1
"MAINT00001543","Inspection",212.52,"Scheduled Inspection",1.9
"MAINT00001544","Brake",2453.67,"Emergency Brake",6.8
"MAINT00001545","Brake",2915.50,"Scheduled Brake",5.5
"MAINT00001546","Tire",636.48,"Routine Tire",2.5
"MAINT00001547","Tire",1397.92,"Emergency Tire",4.5
"MAINT00001548","Preventive",767.01,"Scheduled Preventive",5.1
"MAINT00001549","Tire",2168.38,"Scheduled Tire",5.9
"MAINT00001550","Inspection",243.27,"Scheduled Inspection",1.0
"MAINT00001551","Inspection",664.99,"Emergency Inspection",6.6
"MAINT00001552","Preventive",3489.39,"Scheduled Preventive",2.9
"MAINT00001553","Repair",3203.29,"Emergency Repair",4.4
"MAINT00001554","Engine",1738.59,"Routine Engine",6.6
"MAINT00001555","Engine",3646.43,"Routine Engine",5.6
"MAINT00001556","Transmission",687.08,"Scheduled Transmission",2.5
"MAINT00001557","Transmission",2120.17,"Routine Transmission",1.9
"MAINT00001558","Transmission",1625.19,"Emergency Transmission",2.4
"MAINT00001559","Preventive",2942.37,"Scheduled Preventive",5.9
"MAINT00001560","Tire",1504.06,"Scheduled Tire",2.9
"MAINT00001561","Brake",2339.03,"Emergency Brake",1.3
"MAINT00001562","Inspection",769.18,"Scheduled Inspection",7.2
"MAINT00001563","Preventive",575.27,"Scheduled Preventive",1.6
"MAINT00001564","Brake",3526.73,"Scheduled Brake",1.2
"MAINT00001565","Engine",925.80,"Scheduled Engine",6.4
"MAINT00001566","Engine",2657.51,"Routine Engine",2.8
"MAINT00001567","Brake",552.62,"Emergency Brake",4.0
"MAINT00001568","Preventive",2361.50,"Scheduled Preventive",6.6
"MAINT00001569","Tire",2457.02,"Scheduled Tire",6.0
"MAINT00001570","Tire",1254.32,"Scheduled Tire",2.8
"MAINT00001571","Engine",1400.76,"Routine Engine",1.7
"MAINT00001572","Repair",3347.44,"Routine Repair",6.1
"MAINT00001573","Brake",3087.39,"Routine Brake",7.0
"MAINT00001574","Brake",3233.19,"Scheduled Brake",5.4
"MAINT00001575","Preventive",2036.37,"Emergency Preventive",4.0
"MAINT00001576","Tire",1175.27,"Emergency Tire",1.4
"MAINT00001577","Brake",1024.09,"Routine Brake",7.5
"MAINT00001578","Engine",1824.03,"Routine Engine",5.9
"MAINT00001579","Repair",3976.49,"Scheduled Repair",5.4
"MAINT00001580","Preventive",2827.48,"Emergency Preventive",3.4
"MAINT00001581","Preventive",492.74,"Routine Preventive",2.1
"MAINT00001582","Tire",2395.91,"Routine Tire",7.5
"MAINT00001583","Engine",2639.78,"Routine Engine",1.6
"MAINT00001584","Transmission",2296.10,"Scheduled Transmission",6.2
"MAINT00001585","Brake",1643.05,"Routine Brake",6.8
"MAINT00001586","Engine",789.21,"Routine Engine",2.1
"MAINT00001587","Brake",1188.55,"Routine Brake",0.6
"MAINT00001588","Brake",2188.80,"Emergency Brake",1.6
"MAINT00001589","Repair",2444.51,"Scheduled Repair",5.0
"MAINT00001590","Preventive",901.60,"Routine Preventive",0.8
"MAINT00001591","Preventive",3148.33,"Routine Preventive",6.8
"MAINT00001592","Repair",2502.40,"Emergency Repair",3.6
"MAINT00001593","Preventive",3359.20,"Scheduled Preventive",5.5
"MAINT00001594","Repair",1512.64,"Scheduled Repair",4.0
"MAINT00001595","Preventive",2741.40,"Routine Preventive",1.3
"MAINT00001596","Preventive",1082.78,"Routine Preventive",5.3
"MAINT00001597","Inspection",507.92,"Routine Inspection",3.6
"MAINT00001598","Brake",1755.15,"Emergency Brake",4.6
"MAINT00001599","Inspection",584.73,"Emergency Inspection",4.4
"MAINT00001600","Transmission",3935.07,"Scheduled Transmission",6.2
"MAINT00001601","Engine",2825.20,"Routine Engine",7.4
"MAINT00001602","Preventive",2388.97,"Routine Preventive",3.8
"MAINT00001603","Engine",1032.53,"Emergency Engine",3.1
"MAINT00001604","Engine",3155.98,"Scheduled Engine",1.1
"MAINT00001605","Tire",2518.12,"Routine Tire",1.8
"MAINT00001606","Tire",3067.75,"Scheduled Tire",7.9
"MAINT00001607","Tire",2805.00,"Scheduled Tire",7.0
"MAINT00001608","Tire",3277.28,"Routine Tire",6.9
"MAINT00001609","Inspection",301.10,"Emergency Inspection",2.4
"MAINT00001610","Repair",1483.74,"Emergency Repair",6.9
"MAINT00001611","Preventive",2577.42,"Scheduled Preventive",1.6
"MAINT00001612","Tire",2926.43,"Routine Tire",3.8
"MAINT00001613","Engine",949.29,"Routine Engine",4.2
"MAINT00001614","Engine",1737.62,"Routine Engine",5.9
"MAINT00001615","Tire",3827.27,"Routine Tire",4.2
"MAINT00001616","Engine",491.89,"Emergency Engine",1.3
"MAINT00001617","Transmission",1837.27,"Scheduled Transmission",6.3
"MAINT00001618","Tire",3276.06,"Emergency Tire",6.2
"MAINT00001619","Engine",3277.79,"Emergency Engine",5.7
"MAINT00001620","Transmission",791.73,"Routine Transmission",4.1
"MAINT00001621","Tire",2897.37,"Scheduled Tire",3.0
"MAINT00001622","Tire",928.27,"Emergency Tire",2.7
"MAINT00001623","Inspection",842.24,"Routine Inspection",5.7
"MAINT00001624","Brake",1327.62,"Scheduled Brake",7.0
"MAINT00001625","Engine",918.80,"Emergency Engine",4.4
"MAINT00001626","Preventive",3402.95,"Scheduled Preventive",6.7
"MAINT00001627","Tire",415.20,"Routine Tire",1.8
"MAINT00001628","Inspection",645.56,"Routine Inspection",5.7
"MAINT00001629","Transmission",3929.46,"Scheduled Transmission",7.0
"MAINT00001630","Transmission",1633.97,"Scheduled Transmission",6.3
"MAINT00001631","Brake",1379.72,"Routine Brake",4.2
"MAINT00001632","Inspection",648.93,"Scheduled Inspection",6.4
"MAINT00001633","Inspection",487.55,"Emergency Inspection",3.2
"MAINT00001634","Inspection",761.12,"Scheduled Inspection",5.2
"MAINT00001635","Transmission",937.85,"Routine Transmission",7.5
"MAINT00001636","Tire",2510.88,"Scheduled Tire",7.6
"MAINT00001637","Tire",2097.67,"Routine Tire",6.3
"MAINT00001638","Preventive",2777.43,"Scheduled Preventive",7.1
"MAINT00001639","Tire",2470.61,"Routine Tire",3.3
"MAINT00001640","Brake",2109.61,"Emergency Brake",0.7
"MAINT00001641","Repair",1973.51,"Routine Repair",5.8
"MAINT00001642","Transmission",678.41,"Scheduled Transmission",4.8
"MAINT00001643","Tire",3235.37,"Scheduled Tire",8.0
"MAINT00001644","Preventive",893.22,"Emergency Preventive",4.6
"MAINT00001645","Tire",1449.90,"Scheduled Tire",5.0
"MAINT00001646","Preventive",1205.37,"Routine Preventive",6.8
"MAINT00001647","Brake",2528.20,"Scheduled Brake",7.4
"MAINT00001648","Repair",3479.22,"Emergency Repair",8.0
"MAINT00001649","Engine",2227.71,"Emergency Engine",6.1
"MAINT00001650","Transmission",2038.36,"Emergency Transmission",2.1
"MAINT00001651","Tire",1482.15,"Scheduled Tire",6.8
"MAINT00001652","Engine",3608.86,"Emergency Engine",5.0
"MAINT00001653","Inspection",889.94,"Routine Inspection",8.0
"MAINT00001654","Brake",1708.82,"Routine Brake",1.9
"MAINT00001655","Tire",906.03,"Routine Tire",1.3
"MAINT00001656","Engine",919.57,"Routine Engine",2.4
"MAINT00001657","Inspection",317.11,"Emergency Inspection",2.1
"MAINT00001658","Brake",4005.05,"Scheduled Brake",5.7
"MAINT00001659","Inspection",714.43,"Emergency Inspection",4.9
"MAINT00001660","Transmission",3067.14,"Scheduled Transmission",5.9
"MAINT00001661","Transmission",895.50,"Scheduled Transmission",1.4
"MAINT00001662","Engine",3750.59,"Routine Engine",3.2
"MAINT00001663","Engine",2242.35,"Scheduled Engine",5.8
"MAINT00001664","Brake",1659.82,"Scheduled Brake",7.5
"MAINT00001665","Transmission",1920.24,"Scheduled Transmission",4.4
"MAINT00001666","Tire",1821.12,"Scheduled Tire",5.6
"MAINT00001667","Inspection",476.63,"Scheduled Inspection",5.3
"MAINT00001668","Engine",836.39,"Emergency Engine",1.9
"MAINT00001669","Brake",832.50,"Emergency Brake",1.7
"MAINT00001670","Brake",3295.74,"Scheduled Brake",0.6
"MAINT00001671","Inspection",222.96,"Routine Inspection",1.5
"MAINT00001672","Preventive",2624.97,"Scheduled Preventive",3.5
"MAINT00001673","Transmission",3817.30,"Emergency Transmission",5.9
"MAINT00001674","Inspection",453.42,"Routine Inspection",3.9
"MAINT00001675","Preventive",2171.90,"Routine Preventive",2.6
"MAINT00001676","Brake",1609.84,"Scheduled Brake",2.2
"MAINT00001677","Transmission",750.12,"Scheduled Transmission",5.4
"MAINT00001678","Tire",3347.69,"Scheduled Tire",4.1
"MAINT00001679","Brake",2293.39,"Scheduled Brake",7.8
"MAINT00001680","Inspection",521.87,"Scheduled Inspection",3.3
"MAINT00001681","Preventive",2291.63,"Routine Preventive",0.6
"MAINT00001682","Preventive",1990.04,"Scheduled Preventive",2.6
"MAINT00001683","Inspection",623.27,"Scheduled Inspection",5.8
"MAINT00001684","Engine",3027.13,"Scheduled Engine",2.6
"MAINT00001685","Engine",2204.04,"Scheduled Engine",5.9
"MAINT00001686","Repair",1062.58,"Scheduled Repair",2.8
"MAINT00001687","Engine",3586.42,"Routine Engine",7.7
"MAINT00001688","Inspection",477.92,"Routine Inspection",4.3
"MAINT00001689","Preventive",3851.64,"Scheduled Preventive",5.4
"MAINT00001690","Engine",2234.24,"Scheduled Engine",1.1
"MAINT00001691","Engine",2144.20,"Emergency Engine",7.3
"MAINT00001692","Transmission",653.31,"Scheduled Transmission",1.2
"MAINT00001693","Transmission",2557.85,"Routine Transmission",3.5
"MAINT00001694","Engine",2798.38,"Routine Engine",4.5
"MAINT00001695","Engine",1372.86,"Scheduled Engine",1.9
"MAINT00001696","Transmission",2100.03,"Scheduled Transmission",3.4
"MAINT00001697","Inspection",253.84,"Emergency Inspection",1.7
"MAINT00001698","Inspection",851.23,"Scheduled Inspection",7.3
"MAINT00001699","Transmission",3994.65,"Routine Transmission",7.0
"MAINT00001700","Engine",1018.49,"Emergency Engine",2.6
"MAINT00001701","Repair",2873.25,"Scheduled Repair",3.0
"MAINT00001702","Brake",1424.69,"Scheduled Brake",2.8
"MAINT00001703","Repair",2413.29,"Emergency Repair",4.8
"MAINT00001704","Preventive",2648.60,"Scheduled Preventive",1.7
"MAINT00001705","Tire",741.42,"Routine Tire",4.7
"MAINT00001706","Tire",3410.12,"Scheduled Tire",1.7
"MAINT00001707","Transmission",1268.73,"Routine Transmission",3.0
"MAINT00001708","Brake",1370.89,"Emergency Brake",7.7
"MAINT00001709","Tire",837.48,"Emergency Tire",4.9
"MAINT00001710","Engine",1330.48,"Scheduled Engine",5.9
"MAINT00001711","Engine",3306.67,"Routine Engine",4.8
"MAINT00001712","Transmission",1022.45,"Emergency Transmission",3.5
"MAINT00001713","Repair",3568.01,"Routine Repair",6.6
"MAINT00001714","Transmission",3927.13,"Routine Transmission",5.5
"MAINT00001715","Preventive",4014.52,"Scheduled Preventive",4.6
"MAINT00001716","Brake",1455.29,"Routine Brake",1.6
"MAINT00001717","Inspection",667.18,"Emergency Inspection",6.4
"MAINT00001718","Repair",938.18,"Scheduled Repair",2.8
"MAINT00001719","Engine",1271.22,"Scheduled Engine",7.2
"MAINT00001720","Tire",4047.05,"Emergency Tire",5.7
"MAINT00001721","Engine",1082.58,"Routine Engine",6.7
"MAINT00001722","Brake",1334.01,"Scheduled Brake",4.6
"MAINT00001723","Repair",2300.61,"Emergency Repair",4.1
"MAINT00001724","Brake",486.29,"Scheduled Brake",2.5
"MAINT00001725","Engine",1978.79,"Emergency Engine",2.8
"MAINT00001726","Transmission",2162.04,"Scheduled Transmission",1.9
"MAINT00001727","Inspection",627.66,"Routine Inspection",5.6
"MAINT00001728","Preventive",3433.57,"Emergency Preventive",4.5
"MAINT00001729","Engine",2194.09,"Routine Engine",7.0
"MAINT00001730","Transmission",1840.00,"Scheduled Transmission",7.6
"MAINT00001731","Transmission",3136.75,"Emergency Transmission",0.7
"MAINT00001732","Repair",1476.38,"Routine Repair",1.4
"MAINT00001733","Preventive",3421.25,"Scheduled Preventive",0.8
"MAINT00001734","Repair",3697.70,"Scheduled Repair",3.8
"MAINT00001735","Inspection",137.22,"Routine Inspection",0.8
"MAINT00001736","Preventive",2058.47,"Emergency Preventive",1.0
"MAINT00001737","Inspection",610.06,"Scheduled Inspection",5.6
"MAINT00001738","Brake",1398.84,"Emergency Brake",7.9
"MAINT00001739","Inspection",263.74,"Routine Inspection",2.7
"MAINT00001740","Engine",2685.54,"Emergency Engine",2.4
"MAINT00001741","Brake",1050.19,"Routine Brake",1.9
"MAINT00001742","Brake",3597.51,"Routine Brake",4.7
"MAINT00001743","Repair",2307.66,"Routine Repair",1.8
"MAINT00001744","Brake",905.43,"Emergency Brake",4.1
"MAINT00001745","Inspection",472.52,"Scheduled Inspection",3.8
"MAINT00001746","Transmission",1709.64,"Routine Transmission",7.5
"MAINT00001747","Transmission",3865.26,"Routine Transmission",5.3
"MAINT00001748","Repair",1332.03,"Emergency Repair",2.9
"MAINT00001749","Inspection",835.18,"Routine Inspection",6.7
"MAINT00001750","Transmission",804.88,"Routine Transmission",2.2
"MAINT00001751","Repair",2938.12,"Routine Repair",2.3
"MAINT00001752","Tire",1001.57,"Scheduled Tire",6.8
"MAINT00001753","Inspection",727.59,"Routine Inspection",6.7
"MAINT00001754","Transmission",625.47,"Emergency Transmission",1.6
"MAINT00001755","Engine",1611.96,"Scheduled Engine",1.4
"MAINT00001756","Transmission",2271.31,"Routine Transmission",0.8
"MAINT00001757","Brake",3883.31,"Scheduled Brake",7.6
"MAINT00001758","Inspection",449.73,"Scheduled Inspection",2.5
"MAINT00001759","Brake",3234.13,"Scheduled Brake",3.8
"MAINT00001760","Inspection",366.43,"Emergency Inspection",3.0
"MAINT00001761","Repair",1118.08,"Emergency Repair",6.3
"MAINT00001762","Inspection",289.34,"Routine Inspection",2.2
"MAINT00001763","Brake",2666.74,"Routine Brake",5.1
"MAINT00001764","Inspection",448.88,"Emergency Inspection",3.3
"MAINT00001765","Preventive",625.75,"Scheduled Preventive",4.4
"MAINT00001766","Preventive",1407.89,"Emergency Preventive",6.1
